gold_id,is_common_sample,assigned_to,candidate_group,rating,rating_num,content_norm,goods_name,brand_name,option_text,analysis_category,survey_size,survey_color,survey_thickness,survey_stretch,strong_complaint_matches,weak_topic_matches,risky_common_matches,positive_matches,has_contrast_marker,late_delivery,wrong_item,missing_item,damaged_on_arrival,packaging_issue,size_large,size_small,fit_dissatisfaction,finish_defect,durability,contamination,fabric_issue,thickness,poor_comfort,color_mismatch,design_mismatch,price_dissatisfaction,other_complaint,uncertain,labeler,label_notes,is_complaint_auto,coarse_labels_auto,review_id,goods_no,,label_notes,의논여부,,cross_notes
G0381,,member4,clear_complaint_low_rating,1,1,처음 구매하는 곳도 아닌데 이번엔 실망이네요. 마감 최악에 실밥 파티.... 사진에 검은색 네모 했는데 졸면서 재봉 했습니까? 개봉해서 탭 떼고 딱 펼치자마자 드로즈가 아닌 행주 같은 저런 마감 불량으로 상품 보내는건 처음이네요. 반품 할라하다 싸게 사서 걍 구매확정은 했는데 진짜 환장 하겠습니다.,빅사이즈 에어컴포트 쿨맥스 드로즈B 3매(3컬러 세트),발데블랑코,95(M),속옷/홈웨어,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,member4,,,,81049550,3299835,,,,,
G0382,0,member2,clear_complaint_low_rating,1,1,진짜 ...... 옷이 별로입니다 무슨털이이렇게많이빠지나요 온집안에 털이 빠져서 난리네요,리버스 유에스에이 스몰로고 후드 트레이닝 세트 블랙,크림소다랩,XL · 기모쭈리(겨울),상의,조금 큼,어두움,두꺼움,,"별로, 별로입니다",,"다, 입니다, 옷, 옷이",,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,member2,,,,81924513,3024256,,,,,
G0383,1,ALL,clear_complaint_low_rating,2,2,"빈 가방으로 다닐 거 아니면, 패션은 알 바 아니고 그냥 큰 짐 가방이 필요한 게 아니면 추천해 드리기 어려울 것 같아요. 가방 바닥재 따로 사서 깔아 주니까 그나마 가방 구실을 하는데 그렇다고 엄청 예쁘지도 않고 지퍼나 주머니 위치가 실용적이지 않아 들고 다니면서 쓰기엔 많이 불편합니다.",MASTERPIECE DUFFEL BAG / BLACK,몬스터리퍼블릭,MASTERPIECE DUFFEL BAG,가방,,,,,"불편합니다, 불편",,"다, 들, 면, 같아, 같아요, 합니다, 으로, 울, 것 같아, 것 같아요, 추천, 않아, 가방, 엄청, 않고, 들고, 큰, 필요, 짐, 가방이, 사서","편합니다, 다닐",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,member1,,,,54352561,1113117,,,,,
G0384,0,member2,clear_non_complaint_rating5,5,5,색상도 이쁘고 길이도 제가 원하는 길이라 맘에 들어요 약간 축 늘어지는 느낌이 있지만 니트 특성상 어쩔수 없을 것 같아요! 쿠폰 적용해서 힐인받아 잘 산것같슴당!!,스타 니트 후드-블랙,비터셀즈,1(Crop Fit),아우터,,,,,,"색, 색상, 길이, 색상도, 길이도","잘, 들, 같아, 수, 해서, 같아요, 들어, 것 같아, 느낌, 맘에, 것 같아요, 느낌이, 제가, 니트, 있지만","들어요, 잘 산",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member2,,,,70265953,3766219,,,,,
G0385,,member4,clear_complaint_low_rating,3,3,착화감은 괜찮은데 퀄이 별로고 사이즈가 많이 크게 나온 거 같으니까 반 사이즈는 무조건 다운하는 게 나은 거 같아요 !! 가성비로 신기 괜찮아요,신세틱 스웨이드 웜 플랫폼 숏부츠 HPCV8FFV04,슈펜,(11)Camel · 230,신발,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,member4,교차검증) 가격에 대한 명시적 불만이 아니라 제품 전반 평가로 보아 price_dissatisfaction를 0으로 수정,,,52826484,3596633,,,,,
G0386,0,member5,ambiguous_low_rating_topic_only,3,3,"다른 후기들을 보니 키작녀에게 딱인 기장감이라고 해서 구입했습니다! 하지만 발목을 약간 덮어주기에는 짧아서 애매한 기장감..🥲 여름에 입기에는 안에 속치마가 은근 두꺼워서 통풍이 안 되고 답답해서 땀이 차더라구용.. 가을용으로 추천👍 그런데 재질이 후들후들 하늘하늘 재질이 아니라 빳빳 주름 고정 바스락 바스락 재질이라 이런 스타일 좋아하시는 분들은 잘 입으실 듯..,, 일단 저는 해변의 바람 불면 샤랄라한 이미지를 원했던 터라 생각했던 재질이 아니었습니당ㅇ... 그래도 사진은 예쁘게 잘 나와용‼️",버터플라이 셔링 스커트(화이트),곤니치와봉쥬르,woman(free),원피스/스커트,조금 작음,화면과 비슷,,,,기장,"다, 좋아, 잘, 들, 면, 해서, 으로, 딱, 더, 질, 생각, 입기, 재질, 감이, 듯, 타, 추천, 키, 스타일, 했습니다, 여름에, 재질이, 하지만, 일단, 저는, 아니라, 입기에, 분들은, 이런, 땀","예쁘게, 여름, 예쁘게 잘",TRUE,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,member5,,,,80393064,4068488,,,,,
G0387,0,member1,clear_complaint_low_rating,3,3,후기에 작다는 말이 많았는데 정말 작게 나온거 같아요. 밑위가 좀 불편하긴 한고 같아요!,VINTAGE RETRO JUMPSUIT - 3COL,어반드레스,L,하의,,,,,불편,,"다, 같아, 같아요, 긴, 거 같아요, 나온",,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,member1,,,,43810542,2164847,,,,,
G0388,1,ALL,partial_complaint_in_rating5,5,5,"세일할 때 잘 샀습니다. 청바지 전문 브랜드 PLAC이니 믿고 사는거죠. 다만 바지가 처음에 갑옷(?), 가죽(?)처럼 딱딱해서 좀 불편할 순 있어요. 평소 면바지는 32사이즈 입는데 32시켰다가 엉덩이가 너무 딱 맞아서 33으로 교환하니 딱 좋습니다. 다리 길이가 평균은 되어서 바지는 한 단만 접으니 수선할 필요도 없네요.",스트레이트 셀비지 B32 데님 팬츠 로우,플랙,33,하의,,,,,"교환, 불편, 불편할","사이즈, 길이","다, 잘, 면, 수, 해서, 으로, 딱, 때, 할, 있어, 옷, 전, 바지, 있어요, 처음, 되어, 입는, 다만, 평소, 세일, 필요, 할 때, 가죽, 브랜드, 다리, 입는데, 맞아서","좋습니다, 샀습니다, 딱 좋습니다, 때 잘",TRUE,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,member1,,,,68979797,3733978,,,,,
G0389,0,member2,partial_complaint_in_rating5,5,5,신고벗기 좋고 근데 엄청 커요 반~ 한사이즈 줄여도 될듯합니다,남성 클래식 부츠 위트브라운_TB1A1P3L2311,팀버랜드,090(270),신발,많이 큼,,,,커요,"사이즈, 한사이즈","다, 합니다, 듯, 엄청, 될, 신고",좋고,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,member2,,,,82947469,2843882,,,,,
G0390,1,ALL,ambiguous_low_rating_topic_only,3,3,가격할인 많이해서 구매했는데 배송이 오래걸려 받아 그런지 세탁했더니 기모에서 빠진 털이;;; 저렴하게 잘 입으렵니다.,바스켓볼 아크 빅 로고 맨투맨 블랙,크림소다랩,XL · 기모원단,상의,,,,,,"가격, 배송, 배송이","다, 잘, 해서, 하게, 더, 할, 했는데, 구매했는데, 저렴하게, 기모",저렴하게 잘,FALSE,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,member1,,,,79042396,3101815,,,,,
G0391,0,member5,clear_non_complaint_rating5,5,5,구매전에 고민 많이 했는데 받아보니 핏이랑 색상이랑 다 만족합니다 ~,타슬란 리버시블 버킷햇 Beige (S24SUFBH73),스노우피크 어패럴,ML,패션소품/액세서리,,,,,,"색, 핏, 핏이, 색상, 색상이","다, 합니다, 했는데, 전, 전에","만족합니다, 만족",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member5,,,,62982196,3887121,,,,,
G0392,,member4,partial_complaint_in_rating5,5,5,이쁘고 좋습니다. 사이즈가 너무 좋아서 입는데 첫 빨래때 이염이 있었어오 조심하시오,TAPERED LOOSE FIT DENIM PANTS_L.BLUE,아웃스탠딩,M,하의,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,member4,,,,66580142,4261377,,,,,
G0393,,member4,ambiguous_low_rating_topic_only,3,3,가격대비 그저 그런 질인데 핏이 이뻐서 봐줍니다...,G CLASSIC SOFT SHORTS (GRAY),글로니,L,하의,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,member4,,,,58955022,3782096,,,,,
G0394,0,member2,clear_complaint_low_rating,3,3,"일단, 색감 굳. 갈뮽에게 어울릴 흐린 카키색. 가격대비 이해는 하지만, 팔과 몸통 이음부분에서 싼마이티가 너무 많이 나서 아쉬움. 삐뚤빼뚤이 너무 심해서 외출용으론 용기가 필요함. 색감때문에 반품안하고 입기로...",울라이크 워셔블 오버핏 니트 가디건_43CA1789,프렌치시크,카키 · FREE(55~77),아우터,,,,,반품,"색, 가격, 색감, 가격대비, 카키색","해서, 때, 입기, 울, 티, 키, 대비, 하지만, 필요, 일단",갈,TRUE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,member2,,,,65827373,4470872,,,,,
G0395,0,member5,clear_non_complaint_rating5,5,5,사이즈가 노트북도 들어가고 수납공간이 널널해서 출근용으로 좋아요,레더토트백 MXBG0003,마인드브릿지,BK · 000,가방,,,,,,"사이즈, 사이즈가","좋아, 들, 수, 해서, 으로, 들어, 들어가, 공간이","좋아요, 들어가고, 수납, 수납공간",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member5,,,,54176302,3551516,,,,,
G0396,0,member5,clear_complaint_low_rating,1,1,처음 입었을 때는 잘 입었는데 며칠 지나지 않아 마감처리가 잘 안된 부분 때문에 얼마 못 입고 버렸네요... 단추랑 카라부분에 마감처리가 너무 아쉽네요,데일리도트 순면 커플 잠옷 파자마 세트,파란,네이비 · 2XL,속옷/홈웨어,,,,,"아쉽네요, 마감, 마감처리가, 너무 아쉽네요, 마감처리, 못 입고",,"잘, 때, 입고, 않아, 처음, 입었을",,TRUE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,member5,,,,72280212,4268958,,,,,
G0397,0,member1,mixed_or_partial_rating4,4,4,오버핏인데 통이 넓지 않은 오버핏이에요 저는 단추 잠그면 별루 더라구요. 컬러가 이쁘고 뒤에는 더 벌어졌으면 예뻤을텐데 아쉬워서 별하나뺏어요,루즈핏 사선 절개 싱글 자켓_GREY,시티브리즈,GREY · S,아우터,,,,,,"핏, 핏이, 핏이에요, 오버핏인데","면, 더, 하나, 저는, 않은",,TRUE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,member1,,,,78349802,3845882,,,,,
G0398,0,member3,ambiguous_low_rating_topic_only,3,3,신축성이 넘 좋긴 한데 얇아서 그런건지 살 떨림이 잘 보여요,[SWL22016-03] 플렉스-X 레깅스 벨루아그레이,스컬피그,벨루아그레이 · M,하의,,,,,,"얇아, 얇아서, 신축성","잘, 긴, 살, 넘, 보여요",,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,member3,,,,69958903,2732143,,,,,
G0399,0,member2,clear_complaint_low_rating,3,3,생각보다 사이즈가 작아요. 천이 좋고 입으면 고급져요,여아 7-16세 미니케이블 코튼 카디건 - 네이비,폴로 랄프 로렌 칠드런,XL,아우터,,,,,"작아요, 사이즈가 작아요","사이즈, 사이즈가, 생각보다 사이즈가","다, 면, 보다, 생각, 생각보다, 입으면",좋고,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,member2,,,,75077644,2268162,,,,,
G0400,0,member3,partial_complaint_in_rating5,5,5,나이키 덩크 포스 260정도 신는데 사이즈는 딱맞아요 단지 신고 벗고 할때가 조금 불편합니다. 참고하세요 ㅎㅎ,아디폼 슈퍼스타 부츠 - 블랙 / IG3029,아디다스,255,신발,,,,,"불편합니다, 불편","사이즈, 사이즈는","다, 합니다, 딱, 때, 할, 조금, 키, 정도, 맞아요, 신고, 신는, 신는데",편합니다,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,member3,,,,46383181,3771144,,,,,사이즈는 딱 맞는데 신고 벗을 때 불편하다
G0401,0,member3,clear_complaint_low_rating,3,3,지퍼 불량인게 너무 아쉽지만.. 뭐 안 잠궈도 예뻐서 괜찮습니다. 잠궈서 입을거 아니시라면 무조건 사세요.,리버서블 반다나 베스트 - 블랙,고스트릿,FREE,아우터,,,,,"불량, 아쉽지만",,"다, 면, 입을, 예뻐서",,TRUE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,member3,,,,32024981,1992760,,,,,
G0402,0,member1,clear_non_complaint_rating5,5,5,크기도 적당하고 예뻐서 편하게 이용하는 가방입니다. 최고최고,나일론 런 웨이스트백 [블랙],제너,FREE,가방,,,,,,,"다, 하게, 입니다, 편하게, 가방, 예뻐서, 크기","적당하고, 크기도",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member1,,,,3502767,237438,,불만없음,,,
G0403,0,member3,clear_complaint_low_rating,1,1,"이런 쓰래기 퀄리티의 가방 정가가 10만원이라구요 ? 세일할때 사서 망정이지 돈 아까워 죽겠어요 ^^ 아무리 잘 보이지 않는다지만 이브랜드는 마감처리를 이런식으로 합니까 ? 보세가방도 마감 이렇겐 안해요 의류학과 나왔는데 재봉 퀄리티가 본인이 재봉틀 처음 했을때보다 못함.. 실은 중구난방으로 박혀있음, 원단에 구멍난건 박았다 뜯은 흔적, 굳이 검은색 배색 부분에 두껍게 마감침, 원단 우굴우글 울고 실은 다 들떠서 뜯기기 일보직전.. 아무것도 안넣으면 축 늘어지고 내부포켓 하나도 없고 싸구려 비닐 같은 재질입니다 원단이 이 정도의 두께면 적어도 밑창에 심지라도 넣으셨어야죠 구매하실분들 사진 자세히 잘 보시고 이런 상태의 제품 사지 않길 바라며 긴 글 남깁니다 이거 살 돈으로 다른 예쁜 가방 사세요 제발🥺",NOI942 에센셜 유틸리티 크로스백 (페일핑크),노이아고,FREE,패션소품/액세서리,,,,,"마감, 마감처리","색, 제품, 두께, 퀄리티, 원단, 원단이, 퀄리티가, 두껍게","다, 잘, 들, 면, 으로, 때, 보다, 질, 할, 입니다, 해요, 울, 전, 재질, 티, 긴, 살, 가방, 정도, 중, 하나, 같은, 처음, 세일, 브랜드, 사서, 이거, 이런, 없고",,FALSE,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,member3,,,,50459059,3304102,,,,,싸구려 비닐 재질. 돈 아깝다
G0404,0,member2,clear_non_complaint_rating5,5,5,스니커즈에 넣고신으려고 티안나는 모양에 오래신어도 편할제품 추천받사샀는데 정말좋음 스니커즈 높이가 높지않고 두껍지않은재질이라 걱정했는데 티안나고 부드럽게잘들어가요~! 편하게신기에도좋네요 잘신을께요,키높이 하프인솔 SET ( 2가지 높이 선택가능),식스핏,2cm+2cm,신발,,,,,,"제품, 두껍지","잘, 들, 하게, 질, 할, 들어, 했는데, 재질, 티, 추천, 편하게, 않고, 재질이, 들어가, 않은, 신을, 좋음, 신기, 나는, 가요, 넣고","좋네요, 걱정했는데, 들어가요",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member2,,,,50836705,3268675,,,,,
G0405,,member4,clear_complaint_low_rating,3,3,신축성이 안좋아서 하체운동 할 때는 불편함을 느꼈습니다,무브쉘 카고 조거팬츠 (2color),무신사 스탠다드 스포츠,블랙XL,하의,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,member4,,,,70918865,3735931,,,,,
G0406,0,member2,mixed_or_partial_rating4,4,4,적당한 루즈핏에 지금 입기 좋은 두께감이라 만족해요. 재질은 좋은 편이 아니라 아쉬워요.,드리밍 레글런 오버핏 롱 슬리브 5color,어커버,화이트멜란지 · FREE,상의,,,,,,"핏, 두께, 두께감","질, 해요, 입기, 좋은, 재질, 감이, 지금, 적당한, 아니라, 입기 좋은","만족해요, 만족",TRUE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,member2,,,,78977688,3800524,,,,,
G0407,,member4,clear_complaint_low_rating,2,2,"옷도 예쁘고 핏도 좋지만 퀄리티가 너무 안 좋아서 보풀이 일어요!제가 딱 세 번 입었는데 벌써 보풀이에요, 저는 보풀 못하는 코트 한 번도 없어요!",Amelia Classic Single Coat BLACK,어반드레스,BLACK · S,아우터,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,member4,,,,53751242,3612113,,,,,
G0408,0,member1,clear_complaint_low_rating,3,3,디자인은 예쁜데 다른 무신사에서 파는 맨투맨들보다 더 비싼데도 재질은 보세수준같네요 세탁하면 줄어들 것 같아요.. 실정리도 다 아쉽네요 넘 비싼듯해요,로즈 와펜 립 블럭 하프 집업 스웨트셔츠 - 네이비,논로컬,Navy · Free,상의,,,,,아쉽네요,"디자인, 디자인은, 디자인은 예쁜데","다, 들, 면, 같아, 수, 같아요, 더, 보다, 질, 해요, 것 같아, 재질, 것 같아요, 듯, 넘, 같네요, 무신사",,TRUE,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,member1,,,,33957879,3004315,,,,,
G0409,0,member5,clear_complaint_low_rating,1,1,옷에 뭐가 묻어왔어요 문지르니까 없어지는것 같아서 교환신청은 안합니다 옷자체는 이쁩니다,Paris T-shirt white,웨이브유니온,M,어스,,,,,교환,,"다, 같아, 합니다, 옷, 것 같아, 같아서, 옷에",이쁩니다,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,member5,,,,40891427,3112764,,,,,
G0410,0,member2,partial_complaint_in_rating5,5,5,잘받았어요 만족합니다. 전에. 아디다스 걸로 샀는데 너무 커서 다른걸로 찾다가 맘에 드는걸 보게 됐네요 사진이랑 실물이랑 같아요 색이 다른경우가 많은데. 사진처럼 청량한 빨강이네요 아이도 아주 맘에 들어합니다 ~^^ 적당한 무게여서 미끄러운 바닥에 안 넘어지겠어요 잘 신길께요 ~^^,빗방울 레인 부츠,로아앤제인,210,신발,,,,,너무 커서,"색, 색이","다, 잘, 들, 같아, 같아요, 합니다, 들어, 전, 맘에, 넘, 적당한, 커서, 실물, 전에","만족합니다, 실물이, 만족, 아이도, 아주 맘에",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member2,,,,74002327,3991574,,,,,
G0411,0,member2,mixed_or_partial_rating4,4,4,디자인 좋고 착용했을때 불편함없이 일상생활 가능. 밋밋한 코디에 포인트 주기 좋음,블레이크 반지 / STJ-SR4002,세인트스코트런던,9호 STJ-SR4002,패션소품/액세서리,,,,,불편,디자인,"때, 착용, 없이, 가능, 좋음, 편함","좋고, 포인트, 착, 코디",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member2,,,,77447451,3090975,,,,,
G0412,1,ALL,clear_non_complaint_rating5,5,5,3켤레 주문했어요. 두툼하고 부드러워서 착용감이 좋습니다. 색도 이뻐요.,[UNISEX] 라이프 컬러 장목 양말 IVORY,머렐,S · IVORY,패션소품/액세서리,,,,,,"색, 색도","다, 감이, 했어요, 이뻐요, 착용, 착용감이","좋습니다, 부드러워서, 착",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member1,,,,80920020,3885727,,불만없음,,,
G0413,0,member3,clear_non_complaint_rating5,5,5,"기대했던거보다 실물이 더 이쁘고 입었을때 핏이 정말 예쁘네요! 안쪽에 충전재가 들어있어서 요즘 날씨에 입기 딱 좋아요 반팔에 요것만 입었을때도 하나도 안춥고 괜찮았습니다 앞에 자수, 프린팅 퀄리티도 좋았고 체형보완도 괜찮게 되는 느낌이었어요 특히 단추 닫았을때 레터링이 잘이어지도록 만든 섬세함이 아주 맘에 들었습니다! 남자분들은 왠만하면 L사이즈로 가시는게 좋을거 같습니다! 후드 레이어드도 캐주얼하고 캠퍼스룩 느낌나게 이뻤는데 개인적으로 기장 긴 레이어드티 입고 위에 단품으로 입었을때가 더 만족스러웠습니다!",NYLON STADIUM JACKET NAVY (AM2DFUJ240A),아메스 월드와이드,네이비 L,아우터,,,,,,"사이즈, 핏, 핏이, 기장, 퀄리티, 사이즈로, 퀄리티도, 팔에","다, 좋아, 잘, 들, 면, 수, 으로, 딱, 더, 때, 보다, 들어, 있어, 입기, 전, 티, 느낌, 긴, 입고, 맘에, 있어서, 날, 같습니다, 좋을, 느낌이, 하나, 날씨, 되는, 후드, 실물","좋아요, 딱 좋아요, 요즘, 예쁘네요, 실물이, 입기 딱, 입기 딱 좋아요, 만족, 실물이 더, 날씨에, 때도, 아주 맘에",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member3,불만 없음,,,50103121,3448521,,,,,
G0414,0,member2,mixed_or_partial_rating4,4,4,허리 딱 맞아서 너무 좋구요 옷에 구김이 좀 가 있는 편인데 다려도 다시 구겨져용. 길이는 살짝 길지만 굽 있는 신발 신으면 괜찮아요! 생각보다 무게는 좀 있는 편이고 검정이라 그런지 마감도 괜찮아보여요. 입다가 보풀 안 생기고 변형 없으면 다른 색도 구매할 예정입니다!,86-IRO269 모노톤 파라슈트 와이드 팬츠 블랙,아이러니포르노 화이트라인,S,하의,,,,,"보풀, 마감, 마감도","색, 길이, 허리, 색도, 다른 색도","다, 면, 딱, 보다, 할, 입니다, 생각, 옷, 살, 생각보다, 살짝, 신발, 괜찮아요, 검정, 편인, 보여요, 편인데, 옷에, 맞아서","좋구요, 좋구",TRUE,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,member2,,,,62312234,3411486,,,,,
G0415,0,member1,clear_complaint_low_rating,3,3,"핏은 정말 예뻐요 다만 마감이나 소재, 재질 등 전체적으로 퀄리티가 별로입니다,,,간절기 옷인걸 감안해도 실제로 보고샀다면 정가주고는 절대 안샀을것같아요. 그래두 저는 할인을 많이 받아 저렴한 가격에 구매해서 나름 만족하고 매일 입고 다닙니당 참고하세요.",케이브 코튼 후드야상점퍼,프렌치시크,라이트베이지 · FREE(55~77),아우터,,,,,"마감이, 별로, 별로입니다, 마감","핏, 가격, 소재, 가격에, 퀄리티, 핏은, 퀄리티가","다, 면, 같아, 해서, 같아요, 으로, 질, 할, 입니다, 옷, 전, 재질, 티, 입고, 감이, 등, 보고, 다만, 저는, 해도, 저렴한, 전체적으로, 구매해서","예뻐요, 매일, 만족",TRUE,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,member1,,,,65365649,4154768,,,,,
G0416,0,member5,partial_complaint_in_rating5,5,5,수선없이 바지길이 사이즈 딱 좋고 조거팬츠라 진짜 편해요. 두께감이 적당해서 한여름 빼고 내내 입을 거같고 몇 번 세탁했는데 보풀은 안나더라구요. 오래입다보면 색상은 바랠거같아요. 다른색상으로 재구매의사 있습니다.,COOL TO WORK JOGGER PANTS NAVY,프렌다,[NO기모]EXTRA SMALL,하의,정사이즈,화면과 비슷,,거의 없음,보풀,"색, 사이즈, 색상, 길이, 두께, 두께감, 다른색, 사이즈 딱","다, 면, 같아, 수, 해서, 같아요, 으로, 딱, 더, 해요, 입을, 했는데, 감이, 바지, 있습니다, 없이","좋고, 적당해서, 딱 좋고, 여름, 내내",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member5,,,,80623581,2837340,,,,,
G0417,0,member5,mixed_or_partial_rating4,4,4,끈이 엄청 잘풀리는게 아쉽긴해요 근데 사이즈도 커서 수납은 좋아요,tre black string pouch r,소곤소곤,none,가방,,,,,,"사이즈, 사이즈도","좋아, 잘, 수, 해요, 긴, 엄청, 끈, 커서","좋아요, 수납",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,member5,,,,74970747,2206467,,,,,
G0418,0,member1,clear_non_complaint_rating5,5,5,편안하고 좋아요 기장 수선 없이 입었는데 딱좋네요,젠더리스 와이드 밴딩 슬랙스 [블랙],무신사 스탠다드,28,하의,정사이즈,화면과 비슷,,강함,,기장,"좋아, 수, 딱, 없이","좋아요, 좋네요, 편안하고",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member1,,,,80061735,2568732,,불만없음,,,
G0419,,member4,ambiguous_low_rating_topic_only,3,3,재질이 탄탄했으면 좋았을 것 같은데 그렇지 않습니다. 회면과 달리 막상 입어보니 약간 싼티가 나네요. 그리 두껍지 않고 바람막이보다 조금 더 두꺼운 정도입니다. 그나마 코듀로이 장식이 있어서 밋밋한 다자인을 살려주네요,HERITAGE HUNTING JACKET 002 _ CREAM,프리즘웍스,M,아우터,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,member4,,,,81686044,3096455,,,,,
G0420,0,member5,mixed_or_partial_rating4,4,4,블랙하나있으면 어떤식으로든 코디해서 입을 수 있잖아요 실속만점 아이템아닌가싶습니다 도톰하면서도 질도 정말좋고 너무 싼코트 사서 싼게 비지떡이구나 실패했던적도 있기에 적당한 가격에 질좋은 코트를 원했거든요.다만 앙고라가 약하게 섞여있다보니..흠..블랙코트의단점이라면 먼지가 잘보인다는점 아시죠?ㅋㅋ그렇지만 너무예쁘네요 일하는곳에서도 다들 이쁘다고합니다..ㅎㅎ 각진어깨며 길이며 저는100프로 만족해요ㅎㅎ,MAXI DOUBLE COAT - BLACK 더블코트,고코리,FREE,아우터,,,,,,"가격, 길이, 가격에","다, 잘, 들, 면, 수, 해서, 합니다, 하게, 으로, 질, 해요, 입을, 좋은, 하나, 입을 수, 블랙, 다만, 적당한, 저는, 하면서, 사서","좋고, 예쁘네요, 어떤, 만족해요, 만족, 이쁘다고, 코디",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member5,,,,55971630,3654209,,,,,
G0421,1,ALL,clear_complaint_low_rating,1,1,제가 원래 리뷰를 진짜 안쓰는데 이 제품은 너무 화가 나서 씁니다. 상품을 개봉할 때부터 너무 심한 냄새가 났지만 냄새야 참고 입었습니다. 그런데 한번 입었는데 아래 사진처럼 손이 파랗게 변했습니다. 순간 제가 스머프가 된 줄 알았습니다. 이염이 너무 심한 거 아닌가요? 그래도 핏은 예뻐서 찬물로 5분 손빨래를 한 후 말렸더니 냄새는 사라지더라구요. 근데 이놈의 이염이 사라지지를 않습니다. 빨래를 하고 나니 옷이 너무 뻣뻣해져서 다리미로 펴야하는데 잘 길들여지지도 않고 다리미가 푸르딩딩하게 다 변했습니다. 원피스를 올려놓은 테이블도 파래지고 파랗게 물든 제 손에 닿은 모든 물건들도 다 파래졌습니다;; 진짜 제품 받자마자 바로 환불을 했어야 했는데 하지 않은 제 자신이 지금 너무너무 후회가 됩니다. 어떻게 이런 옷을 파시는거죠..? 파랗게 물든 손은 또 잘 안지워져서 아직도 손톱에 때가 낀 것처럼 파랗습니다. 진짜 돈만 날렸습니다. 이 원피스 절대 사지마세요.. 도저히 입을 수가 없어서 버려야 할 듯요..,데일리 데님 미니 원피스 진청  반팔 _S M,카타르시스,S,원피스/스커트,,,,,"환불, 냄새가, 버려야, 이염이, 이염","핏, 제품, 상품, 핏은, 제품은, 이 제품은","다, 잘, 들, 수, 하게, 더, 때, 할, 옷, 입을, 했는데, 듯, 날, 않고, 했습니다, 옷이, 입을 수, 올, 제가, 또, 예뻐서, 지금, 할 때, 않은, 없어서, 바로, 이런, 다리, 손이, 너무너무",,TRUE,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,member1,,,,46122943,2612357,,,,,
